@relation 'pacman-data-training-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>2, ifelse(A>5, ifelse(A>8, ifelse(A>12, ifelse(A>15, ifelse(A>18, 7, 6), 5), 4), 3), 2), 1), 0)-V-R1-2,11-18,24-25-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>5, ifelse(A>10, ifelse(A>15, ifelse(A>20, ifelse(A>25, ifelse(A>30, 7, 6), 5), 4), 3), 2), 1), 0)-V-R19-23,32'

@attribute pacman_positionX numeric
@attribute pacman_positionY numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute living_ghost1 {0,1}
@attribute living_ghost2 {0,1}
@attribute living_ghost3 {0,1}
@attribute living_ghost4 {0,1}
@attribute ghost1_positionX numeric
@attribute ghost1_positionY numeric
@attribute ghost2_positionX numeric
@attribute ghost2_positionY numeric
@attribute ghost3_positionX numeric
@attribute ghost3_positionY numeric
@attribute ghost4_positionX numeric
@attribute ghost4_positionY numeric
@attribute ghost1_distance numeric
@attribute ghost2_distance numeric
@attribute ghost3_distance numeric
@attribute ghost4_distance numeric
@attribute food_distance numeric
@attribute food_position_x numeric
@attribute food_position_y numeric
@attribute closest_food_dirx {West,East,North,South,Stop}
@attribute closest_food_diry {West,East,North,South,Stop}
@attribute score numeric
@attribute score_siguiente numeric
@attribute closest_ghost_x numeric
@attribute closest_ghost_y numeric
@attribute closest_ghost_distance numeric
@attribute closest_ghost_dirx {West,East,North,South,Stop}
@attribute closest_ghost_diry {West,East,North,South,Stop}
@attribute next_move {West,East,North,South,Stop}

@data
1,4,1,1,0,0,1,1,1,1,2,3,4,2,7,2,7,4,1,3,5,6,0,0,0,West,South,-10,-11,5,8,1,East,South,South
1,3,1,1,0,0,1,1,1,1,3,3,4,2,7,2,7,4,1,3,5,6,0,0,0,West,South,-11,-12,6,8,1,East,Stop,South
1,3,1,1,0,0,1,1,1,1,2,3,4,3,7,2,7,4,1,3,5,6,0,0,0,West,South,-12,-13,5,8,1,East,North,South
1,3,1,1,1,0,1,1,1,1,2,3,4,3,7,2,7,4,2,2,5,6,0,0,0,West,South,-13,-14,5,8,2,East,North,East
1,3,0,1,1,1,1,1,1,1,2,3,4,3,7,2,7,4,1,2,4,6,0,0,0,West,South,-14,-15,4,8,1,East,North,East
2,3,1,1,1,1,1,1,1,1,2,3,4,3,7,3,7,4,1,2,4,6,0,0,0,West,South,-15,-16,3,8,1,Stop,North,North
2,3,1,1,1,0,1,1,1,1,2,4,4,3,7,3,7,4,1,2,4,6,0,0,0,West,South,-16,-17,3,9,1,Stop,North,North
2,3,1,1,1,0,1,1,1,1,2,4,4,3,6,3,7,4,1,2,4,5,0,0,0,West,South,-17,-18,4,9,1,East,North,East
2,3,1,1,1,1,1,1,1,1,2,4,4,3,6,3,7,4,1,1,3,5,0,0,0,West,South,-18,-19,4,10,1,Stop,North,East
2,3,1,1,1,1,1,1,1,1,2,4,4,3,6,3,7,4,1,1,3,5,0,0,0,West,South,-19,-20,4,10,1,West,North,North
2,4,1,1,1,1,1,1,1,1,2,4,4,3,6,3,7,4,1,2,3,5,0,0,0,West,South,-20,-21,4,9,1,West,Stop,North
2,4,0,1,1,1,1,1,1,1,2,4,4,3,6,3,7,4,1,2,4,5,0,0,0,West,South,-21,-22,4,9,1,West,South,West
2,4,0,1,1,1,0,1,1,1,1,1,4,3,6,3,7,4,0,2,4,5,0,0,0,West,South,178,177,1,1,0,West,South,South
2,4,1,1,1,1,0,1,1,1,1,1,4,3,6,3,7,3,0,2,3,5,0,0,0,West,South,177,176,1,1,0,West,South,South
2,3,1,1,1,1,0,1,1,1,1,1,4,3,5,3,7,4,0,2,3,5,0,0,0,West,South,176,175,1,1,0,West,South,South
2,3,1,1,1,1,0,1,1,1,1,1,4,3,5,3,7,4,0,2,3,5,0,0,0,West,South,175,174,1,1,0,West,South,East
2,3,1,1,1,1,0,1,1,1,1,1,4,2,5,3,7,4,0,2,2,5,0,0,0,West,South,174,173,1,1,0,West,South,East
3,3,1,1,0,1,0,1,1,1,1,1,4,2,5,3,7,4,0,2,2,5,0,0,0,West,South,173,172,1,1,0,West,South,South
3,3,1,0,1,1,0,1,1,1,1,1,4,2,5,3,7,4,0,1,2,5,0,0,0,West,South,172,171,1,1,0,West,South,East
3,3,0,0,1,1,0,1,1,1,1,1,3,2,5,3,7,4,0,1,2,5,0,0,0,West,South,171,170,1,1,0,West,South,East
3,3,1,1,1,1,0,1,1,1,1,1,3,2,5,3,7,4,0,1,2,5,0,0,0,West,South,170,369,1,1,0,West,South,South
3,2,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,5,0,0,0,West,South,369,368,1,1,0,West,South,South
3,2,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,5,0,0,0,West,South,368,367,1,1,0,West,South,North
3,2,1,1,1,0,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,5,0,0,0,West,South,367,366,1,1,0,West,South,North
3,3,1,1,1,1,0,0,1,1,1,1,2,1,5,3,7,4,0,0,2,5,0,0,0,West,South,366,365,1,1,0,West,South,North
3,3,1,1,1,0,0,0,1,1,1,1,2,1,5,4,7,4,0,0,2,5,0,0,0,West,South,365,364,1,1,0,West,South,North
3,3,1,1,1,0,0,0,1,1,1,1,2,1,5,4,7,4,0,0,2,4,0,0,0,West,South,364,363,1,1,0,West,South,North
