@relation 'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23'

@attribute living_ghost1 {0,1}
@attribute living_ghost2 {0,1}
@attribute living_ghost3 {0,1}
@attribute living_ghost4 {0,1}
@attribute ghost1_positionX numeric
@attribute ghost1_positionY numeric
@attribute ghost2_positionX numeric
@attribute ghost2_positionY numeric
@attribute ghost3_positionX numeric
@attribute ghost3_positionY numeric
@attribute ghost4_positionX numeric
@attribute ghost4_positionY numeric
@attribute ghost1_distance numeric
@attribute ghost2_distance numeric
@attribute ghost3_distance numeric
@attribute ghost4_distance numeric
@attribute next_move {West,East,North,South,Stop}

@data
1,0,0,1,6,3,3,1,5,1,14,7,1,0,0,11,West
1,0,0,1,6,3,3,1,5,1,14,7,1,0,0,10,South
0,0,0,1,6,3,3,1,5,1,13,7,0,0,0,11,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,11,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,11,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,11,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,11,East
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,10,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,10,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,10,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,10,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,10,East
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,East
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,8,East
0,0,0,1,1,1,3,1,5,1,13,7,0,0,0,9,East
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,8,North
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,9,North
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,8,North
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,9,North
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,8,West
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,13,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,13,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,13,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,13,9,0,0,0,6,East
0,0,0,1,1,1,3,1,5,1,13,9,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,6,East
0,0,0,1,1,1,3,1,5,1,14,9,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,East
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,6,West
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,5,North
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,6,South
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,East
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,7,East
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,8,East
0,0,0,1,1,1,3,1,5,1,16,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,16,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,16,8,0,0,0,7,Stop
0,0,0,1,1,1,3,1,5,1,16,8,0,0,0,7,North
0,0,0,1,1,1,3,1,5,1,16,8,0,0,0,6,East
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,5,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,5,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,5,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,5,West
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,4,East
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,3,East
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,4,South
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,3,West
0,0,0,1,1,1,3,1,5,1,16,9,0,0,0,2,South
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,1,South
0,0,0,1,1,1,3,1,5,1,15,9,0,0,0,2,East
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,1,West
0,0,0,1,1,1,3,1,5,1,15,8,0,0,0,2,East
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,3,South
0,0,0,1,1,1,3,1,5,1,14,8,0,0,0,4,South
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,3,South
0,0,0,1,1,1,3,1,5,1,14,7,0,0,0,4,West
0,0,0,1,1,1,3,1,5,1,14,6,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,6,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,6,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,6,0,0,0,3,South
0,0,0,1,1,1,3,1,5,1,14,6,0,0,0,4,West
0,0,0,1,1,1,3,1,5,1,14,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,14,5,0,0,0,3,East
0,0,0,1,1,1,3,1,5,1,14,5,0,0,0,4,South
0,0,0,1,1,1,3,1,5,1,15,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,15,5,0,0,0,3,East
0,0,0,1,1,1,3,1,5,1,15,5,0,0,0,4,South
0,0,0,1,1,1,3,1,5,1,16,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,5,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,5,0,0,0,3,South
0,0,0,1,1,1,3,1,5,1,16,5,0,0,0,4,South
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,3,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,3,West
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,2,East
0,0,0,1,1,1,3,1,5,1,15,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,4,0,0,0,1,East
0,0,0,1,1,1,3,1,5,1,15,4,0,0,0,2,East
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,1,South
0,0,0,1,1,1,3,1,5,1,16,4,0,0,0,2,South
0,0,0,1,1,1,3,1,5,1,16,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,16,3,0,0,0,1,West
0,0,0,1,1,1,3,1,5,1,16,3,0,0,0,2,South
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,1,West
0,0,0,1,1,1,3,1,5,1,15,3,0,0,0,2,West
0,0,0,1,1,1,3,1,5,1,14,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,14,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,14,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,14,3,0,0,0,1,Stop
0,0,0,1,1,1,3,1,5,1,14,3,0,0,0,1,West
