@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 1\nSize of the tree: 1\n','Number of rules: 50\n','Number of rules: 52\n','Number of rules: 49\n','Number of rules: 59\n','Number of rules: 61\n','Number of rules: 58\n','Number of rules: 47\n','Number of rules: 56\n','Number of rules: 64\n','Number of rules: 55\n','Number of rules: 48\n','Number of rules: 57\n','Number of rules: 63\n','Number of rules: 46\n','Number of rules: 68\n','Number of rules: 54\n','Number of rules: 65\n','Number of rules: 60\n','Number of rules: 51\n','Number of rules: 53\n','Number of rules: 44\n','Number of rules: 62\n','Number of rules: 13\n','Number of rules: 11\n','Number of rules: 8\n','Number of rules: 15\n','Number of rules: 12\n','Number of rules: 9\n','Number of rules: 5\n','Number of rules: 7\n','Number of rules: 10\n','Number of rules: 17\n','Number of rules: 16\n','Number of rules: 19\n','Number of rules: 14\n','Number of rules: 4\n','Number of rules: 6\n','Number of rules: 22\n','Number of rules: 18\n','Number of rules: 1\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000356,0.000365,16.604072,17.023168,0.160815,0.026678,0.134137,0.003093,0.000513,0.00258,0.134137,0.00258,83.410611,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77624,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000352,0.000364,16.447917,16.981741,0.160815,0.026427,0.134388,0.003093,0.000508,0.002584,0.134388,0.002584,83.566614,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0.015625,0,15.625,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000365,0.000373,17.044039,17.429467,0.160815,0.027385,0.13343,0.003093,0.000527,0.002566,0.13343,0.002566,82.970966,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000354,0.000365,16.537983,17.064216,0.160815,0.026572,0.134243,0.003093,0.000511,0.002582,0.134243,0.002582,83.476615,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77688,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000355,0.000365,16.555282,17.03615,0.160815,0.0266,0.134215,0.003093,0.000512,0.002581,0.134215,0.002581,83.459345,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77640,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000341,0.00035,15.970285,16.390778,0.157385,0.025112,0.132272,0.003086,0.000492,0.002594,0.132272,0.002594,84.043915,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77773,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000357,0.000367,16.711408,17.166292,0.157385,0.026278,0.131107,0.003086,0.000515,0.002571,0.131107,0.002571,83.303306,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77773,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',9,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000365,0.000373,17.069621,17.479012,0.157385,0.026841,0.130544,0.003086,0.000526,0.00256,0.130544,0.00256,82.945361,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77781,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000339,0.000351,15.833603,16.400979,0.160815,0.02544,0.135375,0.003093,0.000489,0.002603,0.135375,0.002603,84.180478,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000365,0.000373,17.041895,17.404157,0.160815,0.027382,0.133433,0.003093,0.000527,0.002566,0.133433,0.002566,82.973117,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000366,0.000375,17.115175,17.522468,0.160815,0.0275,0.133315,0.003093,0.000529,0.002564,0.133315,0.002564,82.899871,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.00036,0.000369,16.825364,17.254086,0.160815,0.027034,0.133781,0.003093,0.00052,0.002573,0.133781,0.002573,83.189472,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.00035,0.000361,16.349129,16.836326,0.160815,0.026269,0.134546,0.003093,0.000505,0.002587,0.134546,0.002587,83.665349,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000366,0.000375,17.077661,17.496065,0.160815,0.027439,0.133376,0.003093,0.000528,0.002565,0.133376,0.002565,82.937355,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77656,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.000358,0.000365,16.72359,17.051814,0.160815,0.02687,0.133945,0.003093,0.000517,0.002576,0.133945,0.002576,83.291211,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0.015625,0,15.625,77616,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000351,0.000363,16.430755,17.001902,0.157385,0.025837,0.131548,0.003086,0.000507,0.002579,0.131548,0.002579,83.58372,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77773,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000341,0.000353,15.975466,16.510326,0.157385,0.025121,0.132264,0.003086,0.000493,0.002593,0.132264,0.002593,84.038698,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77773,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',10,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.000348,0.000359,16.292663,16.788668,0.157385,0.02562,0.131765,0.003086,0.000502,0.002584,0.131765,0.002584,83.721741,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77773,75740,10585,100,50,?,?,?,?
pacman-data-training,1,1,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,24,28,0,46.153846,53.846154,0,0.077897,0.25272,0.395659,96.033278,109.431658,98.703338,9736.056687,-9637.353349,1.898141,187.231859,-185.333718,11.445067,0.220097,11.59542,0.285714,2,0.111111,5,0.888889,40,0.714286,5,0.285714,0.285714,0.285714,0.174603,0.544444,0.299569,0.461538,0.367983,0.632017,0.538462,0.358628,0.461538,0.402959,0.094995,0.584896,0.416109,0.192527,0.461538,0.022,0,0.03125,0,31.25,0,124314,105876,14603,75,55.769231,'Number of rules: 50\n',?,?,50
pacman-data-training,1,2,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,20,32,0,38.461538,61.538462,0,-0.06258,0.258406,0.414175,98.193851,114.552759,98.703338,8671.203016,-8572.499678,1.898141,166.753904,-164.855763,7.546243,0.14512,7.645378,0.142857,1,0.133333,6,0.866667,39,0.857143,6,0.142857,0.142857,0.142857,0.009524,0.668254,0.253112,0.384615,0.465362,0.534638,0.615385,0.319647,0.384615,0.343097,-0.08825,0.510568,0.386191,0.206007,0.384615,0.03,0,0.03125,0,31.25,0,152685,105876,14603,78.846154,56.153846,'Number of rules: 52\n',?,?,52
pacman-data-training,1,3,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,26,26,0,50,50,0,0.132221,0.247189,0.388806,93.890635,107.483206,98.900236,9731.116016,-9632.21578,1.901928,187.136846,-185.234919,12.448976,0.239403,12.587408,0.166667,1,0.173913,8,0.826087,38,0.833333,5,0.111111,0.166667,0.133333,-0.00612,0.442029,0.121471,0.5,0.344285,0.655715,0.5,0.391363,0.5,0.432634,0.171904,0.61483,0.472517,0.238788,0.5,0.025,0,0.015625,0,15.625,0,129763,105876,14603,82.692308,65.384615,'Number of rules: 49\n',?,?,49
pacman-data-training,1,4,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,22,30,0,42.307692,57.692308,0,0.016393,0.259468,0.404805,98.554535,111.906011,98.900236,11875.212394,-11776.312158,1.901928,228.369469,-226.467542,10.282491,0.19774,10.396832,0.166667,1,0.108696,5,0.891304,41,0.833333,5,0.166667,0.166667,0.166667,0.057971,0.601449,0.177961,0.423077,0.420936,0.579064,0.576923,0.399573,0.423077,0.388942,0.015612,0.5206,0.375339,0.257083,0.423077,0.026,0,0.015625,0,15.625,0,149065,105876,14603,76.923077,56.153846,'Number of rules: 59\n',?,?,59
pacman-data-training,1,5,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,22,30,0,42.307692,57.692308,0,0.008895,0.260135,0.415561,98.807927,114.879408,98.900236,17230.071801,-17131.171564,1.901928,331.347535,-329.445607,7.288908,0.140171,7.36996,0,0,0.130435,6,0.869565,40,1,6,0,0,0,-0.130435,0.317029,0.110043,0.423077,0.396232,0.603768,0.576923,0.344075,0.423077,0.37357,0.030424,0.511997,0.366828,0.173675,0.423077,0.028,0,0.03125,0,31.25,0,152994,105876,14603,65.384615,49.230769,'Number of rules: 61\n',?,?,61
pacman-data-training,1,6,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,24,28,0,46.153846,53.846154,0,0.057605,0.257935,0.398335,96.971526,108.853803,100.907697,14016.230301,-13915.322604,1.940533,269.54289,-267.602358,8.149728,0.156726,8.076419,0,0,0.111111,5,0.888889,40,1,7,0,0,0,-0.128641,0.34127,0.116241,0.461538,0.400522,0.599478,0.538462,0.388141,0.461538,0.396931,0.082394,0.492066,0.373621,0.204071,0.461538,0.029,0,0.03125,0,31.25,0,150934,105876,14603,73.076923,59.230769,'Number of rules: 58\n',?,?,58
pacman-data-training,1,7,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,465,52,21,31,0,40.384615,59.615385,0,-0.033996,0.260523,0.401347,97.9446,109.676899,100.907697,8666.005542,-8565.097844,1.940533,166.653953,-164.71342,10.264407,0.197392,10.172076,0.142857,1,0.111111,5,0.888889,40,0.857143,6,0.166667,0.142857,0.153846,0.033915,0.565079,0.200962,0.403846,0.431166,0.568834,0.596154,0.288708,0.403846,0.335395,-0.037314,0.486119,0.341986,0.151981,0.403846,0.018,0,0.015625,0,15.625,0,108231,105876,14603,80.769231,59.615385,'Number of rules: 47\n',?,?,47
pacman-data-training,1,8,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,466,51,24,27,0,47.058824,52.941176,0,-0.005844,0.259606,0.400869,98.272713,110.393516,97.149564,12942.870847,-12845.721283,1.904893,253.781781,-251.876888,6.204381,0.121655,6.386422,0,0,0.022727,1,0.977273,43,1,7,0,0,0,-0.056408,0.608766,0.195188,0.470588,0.46066,0.53934,0.529412,0.28877,0.470588,0.357912,0.00843,0.465409,0.340269,0.135211,0.470588,0.022,0,0.015625,0,15.625,0,130159,106097,14382,76.470588,65.098039,'Number of rules: 56\n',?,?,56
pacman-data-training,1,9,weka.classifiers.rules.PART,'-C 0.25 -M 2',8121455039782598361,20210304.1148,466,51,21,30,0,41.176471,58.823529,0,-0.017964,0.26311,0.413486,99.599322,113.868044,97.149564,10803.91188,-10706.762316,1.904893,211.841409,-209.936516,8.81675,0.172877,9.07544,0.142857,1,0.113636,5,0.886364,39,0.857143,6,0.166667,0.142857,0.153846,0.031209,0.753247,0.256272,0.411765,0.434736,0.565264,0.588235,0.32088,0.411765,0.357863,-0.029741,0.527398,0.350917,0.178091,0.411765,0.024,0.001,0.03125,0,31.25,0,142402,106097,14382,80.392157,54.901961,'Number of rules: 64\n',?,?,64
