@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 1\nSize of the tree: 1\n','Number of rules: 50\n','Number of rules: 52\n','Number of rules: 49\n','Number of rules: 59\n','Number of rules: 61\n','Number of rules: 58\n','Number of rules: 47\n','Number of rules: 56\n','Number of rules: 64\n','Number of rules: 55\n','Number of rules: 48\n','Number of rules: 57\n','Number of rules: 63\n','Number of rules: 46\n','Number of rules: 68\n','Number of rules: 54\n','Number of rules: 65\n','Number of rules: 60\n','Number of rules: 51\n','Number of rules: 53\n','Number of rules: 44\n','Number of rules: 62\n','Number of rules: 13\n','Number of rules: 11\n','Number of rules: 8\n','Number of rules: 15\n','Number of rules: 12\n','Number of rules: 9\n','Number of rules: 5\n','Number of rules: 7\n','Number of rules: 10\n','Number of rules: 17\n','Number of rules: 16\n','Number of rules: 19\n','Number of rules: 14\n','Number of rules: 4\n','Number of rules: 6\n','Number of rules: 22\n','Number of rules: 18\n','Number of rules: 1\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,230,26,5,21,0,19.230769,80.769231,0,-0.213333,0.315399,0.473432,114.489376,127.782119,51.885771,145.142475,-93.256703,1.995607,5.582403,-3.586796,-2.89671,-0.111412,-5.582861,0,0,0.318182,7,0.681818,15,1,4,0,0,0,-0.258816,0.272727,0.153846,0.192308,0.422329,0.577671,0.807692,0.178571,0.192308,0.185185,-0.229529,0.328952,0.278206,0.074074,0.192308,0,0,0,0,0,0,25059,23298,4326,50,46.153846,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,230,26,10,16,0,38.461538,61.538462,0,0.056689,0.267017,0.408763,97.320205,110.833452,50.887669,106.036534,-55.148865,1.957218,4.078328,-2.12111,6.190154,0.238083,12.164349,0.25,1,0.090909,2,0.909091,20,0.75,3,0.333333,0.25,0.285714,0.179664,0.676136,0.438462,0.384615,0.294206,0.705794,0.615385,0.351282,0.384615,0.365385,0.091943,0.543124,0.398735,0.185714,0.384615,0,0,0,0,0,0,25051,23298,4326,65.384615,48.461538,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,230,26,10,16,0,38.461538,61.538462,0,0.058824,0.265503,0.425355,94.977797,112.942676,52.991724,120.480122,-67.488398,2.038143,4.633851,-2.595708,6.450554,0.248098,12.172757,0,0,0.272727,6,0.727273,16,1,4,0,0,0,-0.23355,0.090909,0.153846,0.384615,0.296059,0.703941,0.615385,?,0.384615,?,?,0.515096,0.349114,?,0.384615,0,0.001,0,0,0,0,25051,23298,4326,57.692308,43.076923,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,231,25,5,20,0,20,80,0,-0.084599,0.312071,0.461637,112.434139,123.552974,50.366388,139.110502,-88.744114,2.014656,5.56442,-3.549765,0.243325,0.009733,0.48311,0.25,1,0.142857,3,0.857143,18,0.75,3,0.25,0.25,0.25,0.107143,0.333333,0.157197,0.2,0.311642,0.688358,0.8,?,0.2,?,?,0.402084,0.274854,?,0.2,0,0.001,0,0.015625,0,15.625,25144,23391,4233,48,45.6,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,231,25,8,17,0,32,68,0,-0.031553,0.277599,0.422082,100.01432,112.966308,50.366388,98.810328,-48.44394,2.014656,3.952413,-1.937758,4.288631,0.171545,8.514867,0.25,1,0.190476,4,0.809524,17,0.75,3,0.2,0.25,0.222222,0.054554,0.654762,0.223611,0.32,0.349369,0.650631,0.68,0.256,0.32,0.284444,-0.038971,0.485817,0.310103,0.148148,0.32,0,0,0,0,0,0,25144,23391,4233,68,49.6,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,231,25,11,14,0,44,56,0,0.071618,0.247088,0.370689,90.592775,101.183337,48.678146,73.208617,-24.53047,1.947126,2.928345,-0.981219,9.483873,0.379355,19.482815,0,0,0.181818,4,0.818182,18,1,3,0,0,0,-0.161165,0.477273,0.128889,0.44,0.345844,0.654156,0.56,?,0.44,?,?,0.639695,0.418724,?,0.44,0,0,0,0,0,0,25152,23391,4233,80,52.8,?,?,?,?
pacman-data-training-weka.filters.unsupervised.attribute.Remove-R7-22,10,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,231,25,11,14,0,44,56,0,0.116162,0.249716,0.3848,91.556169,105.03499,48.678146,80.896151,-32.218004,1.947126,3.235846,-1.28872,8.159395,0.326376,16.761927,0.333333,1,0.136364,3,0.863636,19,0.666667,2,0.25,0.333333,0.285714,0.174595,0.80303,0.483333,0.44,0.31013,0.68987,0.56,?,0.44,?,?,0.57938,0.419015,?,0.44,0,0,0,0,0,0,25152,23391,4233,76,51.2,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001164,0.00137,54.370898,63.965545,0.160815,0.087413,0.073402,0.003093,0.001681,0.001412,0.073402,0.001412,45.643521,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001236,0.001438,57.700646,67.141674,0.160815,0.09277,0.068045,0.003093,0.001784,0.001309,0.068045,0.001309,42.312878,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77608,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001196,0.001378,55.847133,64.359271,0.160815,0.089786,0.071029,0.003093,0.001727,0.001366,0.071029,0.001366,44.168326,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001168,0.001362,54.550006,63.588591,0.160815,0.0877,0.073115,0.003093,0.001687,0.001406,0.073115,0.001406,45.465119,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001306,0.0015,61.012828,70.038635,0.160815,0.098097,0.062718,0.003093,0.001886,0.001206,0.062718,0.001206,38.999986,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.00108,0.001245,50.458274,58.155106,0.160815,0.081116,0.079699,0.003093,0.00156,0.001533,0.079699,0.001533,49.559556,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77592,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001398,0.001575,65.272251,73.556498,0.160815,0.104948,0.055867,0.003093,0.002018,0.001074,0.055867,0.001074,34.739714,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.001214,0.001381,56.829148,64.633422,0.157385,0.089415,0.06797,0.003086,0.001753,0.001333,0.06797,0.001333,43.18695,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77741,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.001111,0.001289,51.994807,60.340543,0.157385,0.081806,0.075579,0.003086,0.001604,0.001482,0.075579,0.001482,48.021858,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0.001,0.001,0,0.015625,0,15.625,77773,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.001274,0.001453,59.618465,67.992845,0.157385,0.093808,0.063577,0.003086,0.001839,0.001247,0.063577,0.001247,40.395851,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77749,75740,10585,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001277,0.001439,59.650087,67.199093,0.160815,0.095901,0.064914,0.003093,0.001844,0.001248,0.064914,0.001248,40.365444,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.00141,0.001575,65.837878,73.555751,0.160815,0.105857,0.054958,0.003093,0.002036,0.001057,0.054958,0.001057,34.174695,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001141,0.00131,53.275285,61.199701,0.160815,0.085647,0.075168,0.003093,0.001647,0.001446,0.075168,0.001446,46.74167,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001355,0.001538,63.273579,71.822782,0.160815,0.101733,0.059082,0.003093,0.001956,0.001136,0.059082,0.001136,36.738946,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77584,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001245,0.001422,58.139569,66.384653,0.160815,0.093473,0.067342,0.003093,0.001798,0.001295,0.067342,0.001295,41.875509,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.001,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001162,0.001348,54.277476,62.969688,0.160815,0.087261,0.073554,0.003093,0.001678,0.001414,0.073554,0.001414,45.738196,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.002,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,465,52,52,0,0,100,0,0,1,0.001158,0.001329,54.059357,62.05915,0.160815,0.086909,0.073906,0.003093,0.001671,0.001421,0.073906,0.001421,45.957302,?,0,0,0,1,52,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.003,0,0,0,0,77600,75583,10742,100,50,?,?,?,?
'pacman-data-training-weka.filters.unsupervised.attribute.Remove-R1-6,23-24-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1',2,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20210304.1148,466,51,51,0,0,100,0,0,1,0.001266,0.001455,59.24284,68.083111,0.157385,0.093218,0.064167,0.003086,0.001828,0.001258,0.064167,0.001258,40.770942,?,0,0,0,1,51,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0.003,0,0,0,0,77789,75740,10585,100,50,?,?,?,?
